QCDR Name,Measure ID,Measure Title,Measure Description ,NQF Number  (if applicable),NQS Domain ,High Priority,Measure Type,Inverse Measure,"Proportional Measure
",Continuous Variable Measure  ,Ratio Measure  ,Number of performance rates to be submitted                                                  ,Overall Algorithm,Is the Measure Risk-Adjusted   ,Primary Steward,First Performance Year
American Urological Association Quality (AQUA) Registry,AQUA19,Diagnosis of Type of Azoospermia and Diagnostic Testing for Obstructive Azoospermia,"Percentage of patients who had minimum necessary concepts discussed as part of diagnosis of azoospermia alone, to determine possibility of obstructive versus non-obstructive azoospermia and underwent diagnostic testing for obstructive azoospermia

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,American Urological Association Quality (AQUA) Registry,2018
American Urological Association Quality (AQUA) Registry,AQUA21,Appropriate Management of Obstructive Azoospermia,"Percentage of obstructive azoospermia patients managed appropriately

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,American Urological Association Quality (AQUA) Registry,2018
American Urological Association Quality (AQUA) Registry,AQUA22,Bone imaging and soft tissue imaging within 30 days (before or after) of diagnosis of metastatic CRPC,"Percentage of patients who receive bone imaging and soft tissue imaging within 30 days (before or after) of diagnosis of metastatic CRPC

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,American Urological Association Quality (AQUA) Registry,2018
American Urological Association Quality (AQUA) Registry,AQUA24,Testosterone and PSA levels checked for CRPC patients,"Percentage of patients on hormonal therapy who have their testosterone and PSA levels checked before starting treatment for CRPC

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,American Urological Association Quality (AQUA) Registry,2018
American Urological Association Quality (AQUA) Registry,AQUA26,Benign Prostate Hyperplasia Care: Benign Prostate Hyperplasia,"Percentage of patients with new diagnosis of BPH who had a creatinine lab order placed or had a CT abdomen, MRI abdomen, ultrasound abdomen ordered or performed.

",N/A,Efficiency and Cost Reduction,Yes,Process,Yes,Yes,No,No,1,N/A,No,American Urological Association Quality (AQUA) Registry,2018
American Urological Association Quality (AQUA) Registry,AQUA32,Hypogonadism: Laboratory evaluation conducted within 6 months of starting testosterone replacement,"Percentage of men age 18 years and older with testosterone deficiency who have a serum luteinizing hormone (LH) level, testosterone level, and hematocrit measured within 6 months of the initial testosterone level measurement

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,American Urological Association Quality (AQUA) Registry,2019
American Urological Association Quality (AQUA) Registry,AQUA8,Hospital admissions/complications within 30 days of TRUS Biopsy,"Percentage of patients who had TRUS biopsy performed who had ≥24h after the biopsy): infection, hematuria, new antibiotic Rx after biopsy, or inpatient consultation within 30 days

",N/A,Effective Clinical Care,Yes,Outcome,Yes,Yes,No,No,1,N/A,No,American Urological Association Quality (AQUA) Registry,2017
American Urological Association Quality (AQUA) Registry,MUSIC10,Prostate Cancer: Confirmation Testing in low risk AS eligible patients,"Percentage of low risk patients that are eligible for active surveillance who receive confirmation testing within 6 months of diagnosis

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,Michigan Urological Surgery Improvement Collaborative (MUSIC) QCDR,2017
American Urological Association Quality (AQUA) Registry,MUSIC11,Prostate Cancer: Follow-Up Testing for patients on active surveillance for at least 30 months,"Percentage of patients on active surveillance that have ≥ 2 tumor burden reassessments and 3 PSA tests in first 30 months since diagnosis

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,Michigan Urological Surgery Improvement Collaborative (MUSIC) QCDR,2017
American Urological Association Quality (AQUA) Registry,MUSIC4,Prostate Cancer: Active Surveillance/Watchful Waiting for Low Risk Prostate Cancer Patients,"Proportion of patients with low-risk prostate cancer receiving active surveillance or watchful waiting

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,Michigan Urological Surgery Improvement Collaborative (MUSIC) QCDR,2014
American Urological Association Quality (AQUA) Registry,QOPI21,Oncology: Treatment Summary Communication – Radiation Oncology,"Percentage of patients, regardless of age, with a diagnosis of cancer who have undergone brachytherapy or external beam radiation therapy who have a treatment summary report in the chart that was communicated to the physician(s) providing continuing care and to the patient within one month of completing treatment

",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,No,QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,2018
American Urological Association Quality (AQUA) Registry,QOPI22,External Beam Radiotherapy for Bone Metastases,"Percentage of patients, regardless of age, with a diagnosis of painful bone metastases and no history of previous radiation who receive external beam radiation therapy (EBRT) with an acceptable fractionation scheme as defined by the guideline.

",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,No,QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,2018
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI18,Coronary Artery Bypass Graft (CABG): Prolonged Intubation – Inverse Measure,"Percentage of patients aged 18 years and older undergoing isolated CABG surgery who require postoperative intubation > 24 hours

Performance Rate Descriptions:

This measure has a single performance rate which describes the percentage of CABG patients who experience prolonged intubation",N/A,Effective Clinical Care,Yes,Outcome,Yes,Yes,No,No,1,N/A,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2016
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI48,Patient-Reported Experience with Anesthesia,"Percentage of patients, aged 18 and older, who were surveyed on their patient experience and satisfaction with anesthesia care and who reported a positive experience.

This measure will consist of two performance rates:

AQI48a: Percentage of patients, aged 18 and older, who were surveyed on their patient experience and satisfaction with anesthesia care
AQI48b: Percentage of patients, aged 18 and older, who completed a survey on their patient experience and satisfaction with anesthesia care who report a positive experience with anesthesia care

NOTE: The measure requires that a valid survey, as defined in the numerator of AQI48a, be sent to patients between discharge from the facility and within 30 days of facility discharge. To report AQI48b, a minimum number of 20 surveys with the mandatory question completed must be reported. ** In order to be scored on this measure, clinicians must report BOTH AQI48a AND AQI48b.

Performance Rate Descriptions:

This measure has two performance rates. The first performance rate, AQI48a, describes the percentage of surgical patients who receive a survey of their experience with anesthesia care. The second performance rate, AQI48b, describes the percentage of surgical patients who report a positive experience with anesthesia care.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,2,2nd Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2017
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI49,Adherence to Blood Conservation Guidelines for Cardiac Operations using Cardiopulmonary Bypass (CPB) – Composite,"Percentage of patients, aged 18 years and older, who undergo a cardiac operation using cardiopulmonary bypass for whom selected blood conservation strategies were used.

Performance Rate Descriptions:

This measure has a single performance rate that describes the percentage of patients for whom blood conservation strategies are used.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2017
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI55,Team-Based Implementation of a Care-and-Communication Bundle for ICU Patients,"Percentage of patients, regardless of age, who are admitted to an intensive care unit (ICU) for ≥48 hours and who received critical care services who have documentation by managing physician of 1) attempted or actual identification of a surrogate decision maker, 2) an advance directive, and 3) the patient’s preference for cardiopulmonary resuscitation, within 48 hours of ICU admission

Performance Rate Descriptions:

This measure has a single performance rate which describes the percentage of ICU patients whose end-of-life preferences are addressed",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI56,Use of Neuraxial Techniques and/or Peripheral Nerve Blocks for Total Knee Arthroplasty (TKA),"Percentage of patients, regardless of age, that undergo primary total knee arthroplasty for whom neuraxial anesthesia and/or a peripheral nerve block is performed

Performance Rate Descriptions:

This measure consists of a single performance rate that describes the percentage of total knee arthroplasty patients for whom neuraxial techniques are used.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI57,Safe Opioid Prescribing Practices,"Percentage of patients, aged 18 years and older, prescribed opioid medications for longer than six weeks’ duration for whom ALL of the following opioid prescribing best practices are followed:

1. Chemical dependency screening (includes laboratory testing and/or questionnaire) within the immediate 6 months prior to the encounter
2. Co-prescription of naloxone or documented discussion regarding offer of Naloxone co-prescription, if prescription is ≥50 MME/day
3. Non co-prescription of benzodiazepine medications by prescribing pain physician and documentation of a discussion with patient regarding risks of concomitant use of benzodiazepine and opioid medications.

Performance Rate Descriptions:

This measure consists of a single performance rate that describes the percentage of patients prescribed long-term opioids with recommended safe opioid prescribing practices.",N/A,Effective Clinical Care,Yes,Process,No,Yes,No,No,1,N/A,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI58,Infection Control Practices for Open Interventional Pain Procedures,"Percentage of patients, regardless of age, that undergo an open interventional pain procedure for whom ALL of the following infection control best practices are followed by anesthesiologist(s) and scrub technologist(s), in addition to standard sterile technique:
1. Double gloving (two pairs of sterile gloves are worn)
2. Chlorhexidine with alcohol used for surgical site preparation
3. Weight-based preoperative antibiotic dosing and, if indicated by procedure duration, weight-based re-dosing
4. Administration of pre-operative antibiotics within 1 hour, or 2 hours for vancomycin, prior to surgical incision

Performance Rate Descriptions:

This measure consists of a single performance rate that describes the percentage of open pain procedure patients for whom appropriate infection prevention protocols are used.",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,N/A,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
