title,eMeasureId,nqfEMeasureId,nqfId,measureId,description,nationalQualityStrategyDomain,measureType,primarySteward,methodsClaims,methodsCertifiedSurveyVendor,methodsElectronicHealthRecord,methodsCmsWebInterface,methodsAdministrativeClaims,methodsRegistry,allergyImmunology,anesthesiology,cardiology,electrophysiologyCardiacSpecialist,gastroenterology,dermatology,emergencyMedicine,generalPracticeFamilyMedicine,internalMedicine,obstetricsGynecology,ophthalmology,orthopedicSurgery,otolaryngology,pathology,pediatrics,physicalMedicine,plasticSurgery,preventiveMedicine,neurology,mentalBehavioralHealth,diagnosticRadiology,interventionalRadiology,vascularSurgery,generalSurgery,thoracicSurgery,urology,generalOncology,radiationOncology,hospitalists,rheumatology,nephrology,infectiousDisease,neurosurgical,podiatry,dentistry,metricType,firstPerformanceYear,lastPerformanceYear,eMeasureUuid,isHighPriority,isInverse,numStrataClaims,numStrataRegistry,numStrataEcqm,overallAlgorithm,default,registry,claims,cmsWebInterface,electronicHealthRecord,isIcdImpacted,isToppedOutByProgram
Controlling High Blood Pressure,CMS165v6,N/A,18,236,Percentage of patients 18-85 years of age who had a diagnosis of hypertension and whose blood pressure was adequately controlled (<140/90mmHg) during the measurement period,Effective Clinical Care, Intermediate Outcome,National Committee for Quality Assurance,X,-,X,X,-,X,-,-,X,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,X,-,X,-,-,-,-,X,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,1,1,1,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_236_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_236_Claims.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2018_WI_HTN2.pdf,https://ecqi.healthit.gov/ecqm/measures/cms165v6,FALSE,FALSE
Use of High-Risk Medications in the Elderly,CMS156v6,N/A,22,238,"Percentage of patients 65 years of age and older who were ordered high-risk medications. Two rates are submitted.
1) Percentage of patients who were ordered at least one high-risk medication.
2) Percentage of patients who were ordered at least two of the same high-risk medication
",Patient Safety,Process,National Committee for Quality Assurance,-,-,X,-,-,X,X,-,X,-,-,-,-,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,multiPerformanceRate,2017,NULL,,TRUE,TRUE,NULL,2,2,overallStratumOnly,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_238_Registry.pdf,,,https://ecqi.healthit.gov/ecqm/measures/cms156v6,FALSE,FALSE
Weight Assessment and Counseling for Nutrition and Physical Activity for Children and Adolescents,CMS155v6,N/A,24,239,"Percentage of patients 3-17 years of age who had an outpatient visit with a Primary Care Physician (PCP) or Obstetrician/Gynecologist (OB/GYN) and who had evidence of the following during the measurement period. Three rates are reported.

 - Percentage of patients with height, weight, and body mass  index (BMI) percentile documentation
 - Percentage of patients with counseling for nutrition
 - Percentage of patients with counseling for physical activity",Community/Population Health,Process,National Committee for Quality Assurance,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,multiPerformanceRate,2017,NULL,,FALSE,FALSE,NULL,NULL,3,simpleAverage,,,,,https://ecqi.healthit.gov/ecqm/measures/cms155v6,FALSE,FALSE
Childhood Immunization Status,CMS117v6,N/A,38,240,"Percentage of children 2 years of age who had four diphtheria, tetanus and acellular pertussis (DTaP); three polio (IPV), one measles, mumps and rubella (MMR); three H influenza type B (HiB); three hepatitis B (Hep B); one chicken pox (VZV); four pneumococcal conjugate (PCV); one hepatitis A (Hep A); two or three rotavirus (RV); and two influenza (flu) vaccines by their second birthday",Community/Population Health,Process,National Committee for Quality Assurance,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,NULL,1,,,,,,https://ecqi.healthit.gov/ecqm/measures/cms117v6,FALSE,FALSE
Cardiac Rehabilitation Patient Referral from an Outpatient Setting ,N/A,N/A,643,243,"Percentage of patients evaluated in an outpatient setting who within the previous 12 months have experienced an acute myocardial infarction (MI), coronary artery bypass graft (CABG) surgery, a percutaneous coronary intervention (PCI), cardiac valve surgery, or cardiac transplantation, or who have chronic stable angina (CSA) and have not already participated in an early outpatient cardiac rehabilitation/secondary prevention (CR) program for the qualifying event/diagnosis who were referred to a CR program",Communication and Care Coordination,Process,American College of Cardiology Foundation,-,-,-,-,-,X,-,-,X,-,-,-,-,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_243_Registry.pdf,,,,FALSE,FALSE
Barrett's Esophagus,N/A,N/A,1854,249,Percentage of esophageal biopsy reports that document the presence of Barrett's mucosa that also include a statement about dysplasia,Effective Clinical Care,Process,College of American Pathologists,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_249_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_249_Claims.pdf,,,FALSE,FALSE
Radical Prostatectomy Pathology Reporting,N/A,N/A,1853,250,"Percentage of radical prostatectomy pathology reports that include the pT category, the pN category, the Gleason score and a statement about margin status",Effective Clinical Care,Process,College of American Pathologists,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_250_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_250_Claims.pdf,,,FALSE,FALSE
Quantitative Immunohistochemical (IHC) Evaluation of Human Epidermal Growth Factor Receptor 2 Testing (HER2) for Breast Cancer Patients,N/A,N/A,1855,251,This is a measure based on whether quantitative evaluation of Human Epidermal Growth Factor Receptor 2 Testing (HER2) by immunohistochemistry (IHC) uses the system recommended in the current ASCO/CAP Guidelines for Human Epidermal Growth Factor Receptor 2 Testing in breast cancer,Effective Clinical Care,Process,College of American Pathologists,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_251_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_251_Claims.pdf,,,FALSE,FALSE
Ultrasound Determination of Pregnancy Location for Pregnant Patients with Abdominal Pain ,N/A,N/A,N/A,254,Percentage of pregnant female patients aged 14 to 50 who present to the emergency department (ED) with a chief complaint of abdominal pain or vaginal bleeding who receive a trans-abdominal or trans-vaginal ultrasound to determine pregnancy location,Effective Clinical Care,Process,American College of Emergency Physicians,X,-,-,-,-,X,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_254_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_254_Claims.pdf,,,FALSE,FALSE
Rh Immunoglobulin (Rhogam) for Rh-Negative Pregnant Women at Risk of Fetal Blood Exposure,N/A,N/A,N/A,255,Percentage of Rh-negative pregnant women aged 14-50 years at risk of fetal blood exposure who receive Rh- Immunoglobulin (Rhogam) in the emergency department (ED),Effective Clinical Care,Process,American College of Emergency Physicians,X,-,-,-,-,X,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_255_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_255_Claims.pdf,,,FALSE,FALSE
Statin Therapy at Discharge after Lower Extremity Bypass (LEB) ,N/A,N/A,1519,257,Percentage of patients aged 18 years and older undergoing infra-inguinal lower extremity bypass who are prescribed a statin medication at discharge,Effective Clinical Care,Process,Society for Vascular Surgeons,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_257_Registry.pdf,,,,FALSE,FALSE
Rate of Open Repair of Small or Moderate Non-Ruptured Infrarenal Abdominal Aortic Aneurysms (AAA) without Major Complications (Discharged to Home by Post-Operative Day #7) ,N/A,N/A,N/A,258,Percent of patients undergoing open repair of small or moderate sized non-ruptured infrarenal abdominal aortic aneurysms who do not experience a major complication (discharge to home no later than post-operative day #7),Patient Safety,Outcome,Society for Vascular Surgeons,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_258_Registry.pdf,,,,FALSE,FALSE
Rate of Endovascular Aneurysm Repair (EVAR) of Small or Moderate Non-Ruptured Infrarenal Abdominal Aortic Aneurysms (AAA) without Major Complications (Discharged to Home by Post Operative Day #2) ,N/A,N/A,N/A,259,Percent of patients undergoing endovascular repair of small or moderate non-ruptured infrarenal abdominal aortic aneurysms (AAA) that do not experience a major complication (discharged to home no later than post-operative day #2),Patient Safety,Outcome,Society for Vascular Surgeons,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_259_Registry.pdf,,,,FALSE,FALSE
"Rate of Carotid Endarterectomy (CEA) for Asymptomatic Patients, without Major Complications (Discharged to Home by Post-Operative Day #2)",N/A,N/A,N/A,260,Percent of asymptomatic patients undergoing CEA who are discharged to home no later than post-operative day #2,Patient Safety,Outcome,Society for Vascular Surgeons,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_260_Registry.pdf,,,,FALSE,FALSE
Referral for Otologic Evaluation for Patients with Acute or Chronic Dizziness ,N/A,N/A,N/A,261,Percentage of patients aged birth and older referred to a physician (preferably a physician specially trained in disorders of the ear) for an otologic evaluation subsequent to an audiologic evaluation after presenting with acute or chronic dizziness,Communication and Care Coordination,Process,Audiology Quality Consortium,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_261_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_261_Claims.pdf,,,FALSE,FALSE
Image Confirmation of Successful Excision of Image-Localized Breast Lesion ,N/A,N/A,N/A,262,"Image confirmation of lesion(s) targeted for image guided excisional biopsy or image guided partial mastectomy in patients with nonpalpable, image-detected breast lesion(s). Lesions may include: microcalcifications, mammographic or sonographic mass or architectural distortion, focal suspicious abnormalities on magnetic resonance imaging (MRI) or other breast imaging amenable to localization such as positron emission tomography (PET) mammography, or a biopsy marker demarcating site of confirmed pathology as established by previous core biopsy",Patient Safety,Process,American Society of Breast Surgeons,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_262_Registry.pdf,,,,FALSE,TRUE
Preoperative Diagnosis of Breast Cancer,N/A,N/A,N/A,263,The percent of patients undergoing breast cancer operations who obtained the diagnosis of breast cancer preoperatively by a minimally invasive biopsy method,Effective Clinical Care,Process,American Society of Breast Surgeons,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_263_Registry.pdf,,,,FALSE,FALSE
Sentinel Lymph Node Biopsy for Invasive Breast Cancer,N/A,N/A,N/A,264,"The percentage of clinically node negative (clinical stage T1N0M0 or T2N0M0) breast cancer patients before or after neoadjuvant systemic therapy, who undergo a sentinel lymph node (SLN) procedure
",Effective Clinical Care,Process,American Society of Breast Surgeons,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_264_Registry.pdf,,,,FALSE,FALSE
Biopsy Follow-Up,N/A,N/A,N/A,265,Percentage of new patients whose biopsy results have been reviewed and communicated to the primary care/referring physician and patient by the performing physician,Communication and Care Coordination,Process,American Academy of Dermatology,-,-,-,-,-,X,-,-,-,-,-,X,-,-,-,X,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_265_Registry.pdf,,,,FALSE,FALSE
Epilepsy: Counseling for Women of Childbearing Potential with Epilepsy,N/A,N/A,1814,268,All female patients of childbearing potential (12 - 44 years old) diagnosed with epilepsy who were counseled or referred for counseling for how epilepsy and its treatment may affect contraception OR pregnancy at least once a year,Effective Clinical Care,Process,American Academy of Neurology,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_268_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_268_Claims.pdf,,,FALSE,FALSE
Inflammatory Bowel Disease (IBD): Preventive Care: Corticosteroid Related Iatrogenic Injury - Bone Loss Assessment ,N/A,N/A,N/A,271,"Percentage of patients with an inflammatory bowel disease encounter who were prescribed prednisone equivalents greater than or equal to 10 mg/day for 60 or greater consecutive days or a single prescription equating to 600 mg prednisone or greater for all fills and were documented for risk of bone loss once during the reporting year or the previous calendar year. Individuals who received an assessment for bone loss during the prior or current year are considered adequately screened.
",Effective Clinical Care,Process,American Gastroenterological Association,-,-,-,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_271_Registry.pdf,,,,FALSE,FALSE
Inflammatory Bowel Disease (IBD): Assessment of Hepatitis B Virus (HBV) Status Before Initiating Anti-TNF (Tumor Necrosis Factor) Therapy,N/A,N/A,N/A,275,Percentage of patients with a diagnosis of inflammatory bowel disease (IBD) who had Hepatitis B Virus (HBV) status assessed and results interpreted prior to initiating anti-TNF (tumor necrosis factor) therapy,Effective Clinical Care,Process,American Gastroenterological Association,-,-,-,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_275_Registry.pdf,,,,FALSE,FALSE
Sleep Apnea: Assessment of Sleep Symptoms,N/A,N/A,N/A,276,"Percentage of visits for patients aged 18 years and older with a diagnosis of obstructive sleep apnea that includes documentation of an assessment of sleep symptoms, including presence or absence of snoring and daytime sleepiness",Effective Clinical Care,Process,American Academy of Sleep Medicine,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_276_Registry.pdf,,,,FALSE,FALSE
Sleep Apnea: Severity Assessment at Initial Diagnosis,N/A,N/A,N/A,277,Percentage of patients aged 18 years and older with a diagnosis of obstructive sleep apnea who had an apnea hypopnea index (AHI) or a respiratory disturbance index (RDI) measured at the time of initial diagnosis,Effective Clinical Care,Process,American Academy of Sleep Medicine,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_277_Registry.pdf,,,,FALSE,FALSE
Sleep Apnea: Positive Airway Pressure Therapy Prescribed,N/A,N/A,N/A,278,Percentage of patients aged 18 years and older with a diagnosis of moderate or severe obstructive sleep apnea who were prescribed positive airway pressure therapy,Effective Clinical Care,Process,American Academy of Sleep Medicine,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_278_Registry.pdf,,,,FALSE,FALSE
Sleep Apnea: Assessment of Adherence to Positive Airway Pressure Therapy,N/A,N/A,N/A,279,Percentage of visits for patients aged 18 years and older with a diagnosis of obstructive sleep apnea who were prescribed positive airway pressure therapy who had documentation that adherence to positive airway pressure therapy was objectively measured,Effective Clinical Care,Process,American Academy of Sleep Medicine,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_279_Registry.pdf,,,,FALSE,FALSE
