QCDR Name,Measure ID,Measure Title,Measure Description ,NQF Number  (if applicable),NQS Domain ,High Priority,Measure Type,Inverse Measure,"Proportional Measure 
",Continuous Variable Measure  ,Ratio Measure  ,Number of performance rates to be  submitted                                                  ,Overall Algorithm,Is the Measure Risk-Adjusted   ,Primary Steward,First Performance Year 
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI56,Use of Neuraxial Techniques and/or Peripheral Nerve Blocks for Total Knee Arthroplasty (TKA),"Percentage of patients, regardless of age, that undergo primary total knee arthroplasty for whom neuraxial anesthesia and/or a peripheral nerve block is performed",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI57,Safe Opioid Prescribing Practices,"Percentage of patients, aged 18 years and older, prescribed opioid medications for longer than six weeks' duration for whom ALL of the following opioid prescribing best practices are followed:

1. Chemical dependency screening (includes laboratory testing and/or questionnaire) within the immediate 6 months prior to the encounter
2. Co-prescription of naloxone or documented discussion regarding offer of Naloxone co-prescription, if prescription is >=50 MME/day
3. Non co-prescription of benzodiazepine medications by prescribing pain physician and documentation of a discussion with patient regarding risks of concomitant use of benzodiazepine and opioid medications.",N/A,Effective Clinical Care,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI58,Infection Control Practices for Open Interventional Pain Procedures,"Percentage of patients, regardless of age, that undergo an open interventional pain procedure for whom ALL of the following infection control best practices are followed by anesthesiologist(s) and scrub technologist(s), in addition to standard sterile technique: 
1. Double gloving (two pairs of sterile gloves are worn)
2. Chlorhexidine with alcohol used for surgical site preparation
3. Weight-based preoperative antibiotic dosing and, if indicated by procedure duration, weight-based re-dosing
4. Administration of pre-operative antibiotics within 1 hour, or 2 hours for vancomycin, prior to surgical incision",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI59,Multimodal Pain Management,"Percentage of patients, regardless of age, undergoing selected elective surgical procedures that were managed with multimodal pain medicine.",N/A,Effective Clinical Care,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI61,Ambulatory Post-Discharge Patient Follow-Up,"Percentage of patients, regardless of age, who received anesthesia services in an ambulatory setting whose post-discharge status was assessed within 72 hours of discharge",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI62,Obstructive Sleep Apnea: Patient Education,"Percentage of patients aged 18 years or older, who undergo an elective procedure requiring anesthesia services who are screened for obstructive sleep apnea (OSA) AND, if positive, have documentation that they received education regarding their risk for OSA prior to PACU discharge",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI63,Neuromuscular Blockade: Documented Assessment of Neuromuscular Function Prior to Extubation,Percentage of patients requiring anesthesia services with a documented assessment of neuromuscular blockade reversal after last dose of non-depolarizing neuromuscular blocker,N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI64,Neuromuscular Blockade: Reversal Administered,"Percentage patients aged 12 years and older, requiring anesthesia services where nondepolarizing neuromuscular blockade is used and neostigmine, sugammadex, and/or edrophonium are administered prior to extubation",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI65,Avoidance of Cerebral Hyperthermia for Procedures Involving Cardiopulmonary Bypass,"Percentage of patients, aged 18 years and older, undergoing a procedure using cardiopulmonary bypass who did not have a documented intraoperative pulmonary artery, oropharyngeal, or nasopharyngeal temperature >=37.0 degrees Celsius during the period of cardiopulmonary bypass",N/A,Patient Safety,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI66,Obstructive Sleep Apnea: Mitigation Strategies,"Percentage of patients aged 18 years or older, who undergo an elective procedure requiring anesthesia services who are screened for obstructive sleep apnea (OSA) AND, if positive, for whom two or more selected mitigation strategies was used prior to PACU discharge",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),AQI67,Consultation for Frail Patients,"Percentage of patients aged 70 years or older, who undergo an inpatient procedure requiring anesthesia services and have a positive frailty screening result who receive a multidisciplinary consult or care during the hospital encounter",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),QUANTUM31,Central Line Ultrasound Guidance,"Percentage of patients, regardless of age, in whom ultrasound guidance is used by the anesthesia clinician when placing a central line for those central lines that are placed in the internal jugular location.",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,MEDNAX QCDR,2018
Anesthesia Quality Registry (AQR QCDR),AQI48,Patient-Reported Experience with Anesthesia,"Percentage of patients, aged 18 and older, who were surveyed on their patient experience and satisfaction with anesthesia care and who reported a positive experience. 

This measure will consist of two performance rates:

Rate 1: AQI48a: Percentage of patients, aged 18 and older, who were surveyed on their patient experience and satisfaction with anesthesia care 
Rate 2: AQI48b: Percentage of patients, aged 18 and older, who completed a survey on their patient experience and satisfaction with anesthesia care who report a positive experience with anesthesia care

NOTE: The measure requires that a valid survey, as defined in the numerator, be sent to patients between discharge from the facility and within 30 days of facility discharge. To report AQI 48b, a minimum number of 20 surveys with the mandatory question completed must be reported.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,2,2nd Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2017
Anesthesia Quality Registry (AQR QCDR),AQI56,Use of Neuraxial Techniques and/or Peripheral Nerve Blocks for Total Knee Arthroplasty (TKA),"Percentage of patients, regardless of age, that undergo primary total knee arthroplasty for whom neuraxial anesthesia and/or a peripheral nerve block is performed",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
Anesthesia Quality Registry (AQR QCDR),AQI57,Safe Opioid Prescribing Practices,"Percentage of patients, aged 18 years and older, prescribed opioid medications for longer than six weeks' duration for whom ALL of the following opioid prescribing best practices are followed:

1. Chemical dependency screening (includes laboratory testing and/or questionnaire) within the immediate 6 months prior to the encounter
2. Co-prescription of naloxone or documented discussion regarding offer of Naloxone co-prescription, if prescription is >=50 MME/day
3. Non co-prescription of benzodiazepine medications by prescribing pain physician and documentation of a discussion with patient regarding risks of concomitant use of benzodiazepine and opioid medications.",N/A,Effective Clinical Care,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
Anesthesia Quality Registry (AQR QCDR),AQI58,Infection Control Practices for Open Interventional Pain Procedures,"Percentage of patients, regardless of age, that undergo an open interventional pain procedure for whom ALL of the following infection control best practices are followed by anesthesiologist(s) and scrub technologist(s), in addition to standard sterile technique: 
1. Double gloving (two pairs of sterile gloves are worn)
2. Chlorhexidine with alcohol used for surgical site preparation
3. Weight-based preoperative antibiotic dosing and, if indicated by procedure duration, weight-based re-dosing
4. Administration of pre-operative antibiotics within 1 hour, or 2 hours for vancomycin, prior to surgical incision",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
Anesthesia Quality Registry (AQR QCDR),AQI59,Multimodal Pain Management,"Percentage of patients, regardless of age, undergoing selected elective surgical procedures that were managed with multimodal pain medicine.",N/A,Effective Clinical Care,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
Anesthesia Quality Registry (AQR QCDR),AQI61,Ambulatory Post-Discharge Patient Follow-Up,"Percentage of patients, regardless of age, who received anesthesia services in an ambulatory setting whose post-discharge status was assessed within 72 hours of discharge",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
Anesthesia Quality Registry (AQR QCDR),AQI62,Obstructive Sleep Apnea: Patient Education,"Percentage of patients aged 18 years or older, who undergo an elective procedure requiring anesthesia services who are screened for obstructive sleep apnea (OSA) AND, if positive, have documentation that they received education regarding their risk for OSA prior to PACU discharge",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
