QCDR Name,Measure ID,Measure Title,Measure Description,NQF Number  (if applicable),NQS Domain,High Priority,Measure Type,Inverse Measure,Proportional Measure,Continuous Variable Measure,Ratio Measure,Number of performance rates to be submitted,Overall Algorithm,Is the Measure Risk-Adjusted,Primary Steward,First Performance Year,Performance Rate Description,Submission Pathway
Pathologists Quality Registry,CAP37,"Cancer Protocol and Turnaround Time for Gynecologic and Genitourinary Carcinomas: Carcinoma of the Endometrium, Prostate, and Renal Tubular Origin","Percentage of all eligible pathology reports for specimens of carcinoma of the endometrium, prostate and renal tubular origin in which the required data elements of the gynecologic and genitourinary Cancer Protocols are recorded 
AND 
meet the maximum 4 business day turnaround time (TAT) requirement (Report Date – Accession Date ≤ 4 business days). 
 
INSTRUCTIONS: This measure has two performance rates that contribute to the overall performance score:
1.	Percent of cases for which specified data elements for all cancer protocols are recorded.
2.	Percent of cases that meet the maximum 4 business day turnaround time.
The overall performance score submitted is a weighted average of: 
(Performance rate 1 x 70%)+(Performance rate 2 x 30%)",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Pathologists Quality Registry,2021,N/A,Traditional MIPS
"QI FORCE, OME",CCOME1,Patient-Reported Pain and/or Function Improvement after Total Knee Arthroplasty,"Percentage of patients 18 years of age and older who obtained at least a 10% improvement in knee pain and/or function as measured by validated patient-reported outcome measures (PROMs) completed up to 90 days prior to and 9 to 15 months after undergoing primary total knee arthroplasty (TKA) surgery. PROMs include any validated measures of knee-related measures of pain and/or function, such as KOOS-Pain, KOOS-ADL, KOOS-PS, and KOOS-JR.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,"QI FORCE, OME",2017,N/A,Traditional MIPS
OME,CCOME4,Patient-Reported Pain and/or Function Improvement after ACLR Surgery,"Percentage of patients 13 years of age and older who obtained at least a 10% improvement in knee pain and/or function as measured by validated patient-reported outcome measures (PROMs) completed up to 90 days prior to and 9 to 15 months after undergoing primary anterior cruciate ligament reconstruction (ALCR) surgery. PROMs include any validated measures of knee-related measures of pain and/or function, such as KOOS-Pain, KOOS-ADL, KOOS-PS, and KOOS-JR.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,OME,2017,N/A,Traditional MIPS
OME,CCOME5,Extent of Osteoarthritis Observed in Arthroscopic Partial Meniscectomy,"Percentage of patients aged 45 and higher undergoing primary arthroscopic partial meniscectomy (APM) surgery who do not have grade IV chondromalacia in more than one compartment. On a per-surgeon level, the measure is expected to be 70% or higher; on a system level, the measure is expected to be 80% or higher.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,OME,2017,N/A,Traditional MIPS
OME,CCOME6,Patient-Reported Pain and/or Function Improvement after APM Surgery,"Percentage of patients 13 years of age and older who obtained at least a 10% improvement in knee pain and/or function as measured by validated patient-reported outcome measures (PROMs) completed up to 90 days prior to and 9 to 15 months after undergoing primary arthroscopic partial meniscectomy (APM) surgery. PROMs include any validated measures of knee-related measures of pain and/or function, such as KOOS-Pain, KOOS-ADL, KOOS-PS, and KOOS-JR.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,OME,2018,N/A,Traditional MIPS
"QI FORCE, OME",CCOME7,Patient-Reported Pain and/or Function Improvement after Total Hip Arthroplasty,"Percentage of patients 18 years of age and older who obtained an improvement of at least 1 minimal clinically important difference (MCID) in hip pain and/or function as measured by validated patient-reported outcome measures (PROMs) completed up to 90 days prior to and 9 to 15 months after undergoing primary total hip arthroplasty (THA) surgery. PROMs include any validated measures of hip-related pain and/or function with MCID thresholds supported by literature, including HOOS-Pain (24 points), HOOS-PS (23 points), and HOOS-JR (18 points).",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,"QI FORCE, OME",2021,N/A,Traditional MIPS
OME,CCOME8,Patient-Reported Pain and/or Function Improvement after Total Shoulder Arthroplasty,"Percentage of patients 18 years of age and older who obtained an improvement of at least 1 minimal clinically important difference (MCIDO) in shoulder pain and/or function as measured by validated patient-reported outcome measures (PROMs) completed up to 90 days prior to and 9 to 15 months after undergoing primary total shoulder arthroplasty (TSA) surgery. PROMs include any validated measures of shoulder-related pain and/or function with MCID thresholds supported by literature, including PSS (11.4 points) and ASES (13.6 points).",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,OME,2021,N/A,Traditional MIPS
U.S. Wound Registry,CDR1,Adequate Off-loading of Diabetic Foot Ulcer at each visit,"Percentage of visits in which diabetic foot ulcers among patients aged 18 years and received adequate off-loading during a 12-month reporting period, stratified by location of the ulcer.

The location of the diabetic foot ulcer on the foot (e.g. heel/midfoot vs. toes) determines the type of off-loading device that is appropriate, the patient's risk of falling, the probability of successful off-loading and thus the likelihood of major amputation. The clinician needs to assess the most appropriate off-loading option based on many different factors. 

There are three rates reported for this measure.
The three rates will be risk stratified into two buckets (location of wound and/or ulcer) which are the following:
1.	Midfoot/heel
2.	Toes
3.	The average of the two risk stratified buckets which will be the performance rate in the XML submitted.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,3,3rd Performance Rate,Yes,U.S. Wound Registry,2014,"There are three rates reported for this measure.
The three rates will be risk stratified into two buckets (location of wound and/or ulcer) which are the following:
Rate 1: 	Midfoot/heel
Rate 2: 	Toes
Rate 3: The average of the two risk stratified buckets which will be the performance rate in the JSON XML submitted.",Traditional MIPS
U.S. Wound Registry,CDR2,Diabetic Foot Ulcer (DFU) Healing or Closure,"Percentage of diabetic foot ulcers among patients age 18 or older that have achieved healing or closure within 6 months, stratified by the Wound Healing Index. Healing or closure is defined as complete epithelialization without drainage or the need for a dressing over the closed ulceration, although venous compression would still be required.

There are four rates reported for this measure.
Three of the rates will be risk stratified into three buckets (minimum-maximum) which are the following:
1. 0.00 – 62.42
2. 62.42 – 73.19
3. 73.19 – 93.45
4. The average of the three risk stratified buckets which will be the performance rate in the JSON XML submitted.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Outcome,No,Yes,No,No,4,4th Performance Rate,Yes,U.S. Wound Registry,2014,"There are four rates reported for this measure.
Three of the rates will be risk stratified into three buckets (minimum-maximum) which are the following:
Rate 1: 0.00 - 62.42
Rate 2: 62.42 - 73.19
Rate 3: 73.19 - 93.45
Rate 4: The average of the three risk stratified buckets which will be the performance rate in the JSON XML submitted.",Traditional MIPS
U.S. Wound Registry,CDR5,Adequate Compression at each visit for Patients with VLUs,"Percentage of venous leg ulcer visits among patients aged 18 years and older in which adequate compression is provided within the 12-month reporting period. Compression method should be appropriate to documented arterial supply. 

There are four rates reported for this measure.
The four rates will be risk stratified into three buckets which are the following:
1.	Normal arterial supply- No restrictions on type of compression
2.	Compression bandaging with special considerations (e.g. short stretch bandaging, warnings to the patient to remove bandages if they feel too tight, etc.)
3.	Compression bandaging not usually recommended
4.	The average of the three risk stratified buckets which will be the performance rate in the XML submitted.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,4,4th Performance Rate,Yes,U.S. Wound Registry,2014,"There are four rates reported for this measure.
The four rates will be risk stratified into three buckets which are the following:
Rate 1: 	Normal arterial supply- No restrictions on type of compression
Rate 2: 	Compression bandaging with special considerations (e.g. short stretch bandaging, warnings to the patient to remove bandages if they feel too tight, etc.)
Rate 3: 	Compression bandaging not usually recommended
Rate 4: 	The average of the three risk stratified buckets which will be the performance rate in the JSON XML submitted.",Traditional MIPS
U.S. Wound Registry,CDR6,Venous Leg Ulcer (VLU) outcome measure: Healing or Closure,"Percentage of venous leg ulcers among patients age 18 or older that have achieved healing or closure within 12 months, stratified by the Wound Healing Index. Healing or closure is defined as complete epithelialization without drainage or the need for a dressing over the closed ulceration, although venous compression would still be required.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Outcome,No,Yes,No,No,4,4th Performance Rate,Yes,U.S. Wound Registry,2014,"There are four rates reported for this measure.
Three of the rates will be risk stratified into three buckets (minimum-maximum)which are the following:
Rate 1: 0.00-73.24
Rate 2: 73.24 - 80.26
Rate 3: 80.26 - 87.21
Rate 4: The average of the three risk stratified buckets which will be the performance rate in the JSON XML submitted.",Traditional MIPS
U.S. Wound Registry,CDR8,Appropriate Use of hyperbaric oxygen therapy for patients with diabetic foot ulcers,Percentage of patient with a diagnosis of a diabetic foot ulcer graded stage 3 or higher on the Wagner Grading System for Diabetic Foot Infections that received hyperbaric oxygen therapy (HBOT) appropriately.,N/A,Efficiency and Cost Reduction,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,U.S. Wound Registry,2014,N/A,Traditional MIPS
"Collaborative Endocrine Surgery Quality Improvement Program (CESQIP) of the Endocrine Quality Foundation, powered by ArborMetrix",CESQIP1,Post operative hypocalcemia after thyroidectomy surgery,The number or percent of patients with low calcium levels or negligible parathyroid hormone values reported at 30 days or more post op,N/A,Effective Clinical Care,Yes,Outcome,Yes,Yes,No,No,1,1st Performance Rate,Yes,"Collaborative Endocrine Surgery Quality Improvement Program (CESQIP) of the Endocrine Quality Foundation, powered by ArborMetrix",2017,N/A,Traditional MIPS
