MVP Title,MVP ID,MVP Description,Most Applicable Medical Specialties,Clinical Topic,MVP Reporting Category,Measure Id
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_5_PRE
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PHCDRR_5_PROD
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PPHI_1
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_PPHI_2
"Quality Care for the Treatment of Ear, Nose, and Throat Disorders",M1367,"The Quality Care for the Treatment of Ear, Nose, and Throat Disorders MVP focuses on the clinical theme of providing care for patients experiencing some of the most common otolaryngology conditions such as, but not limited to: otologic conditions, chronic rhinosinusitis (CRS), age-related hearing loss (ARHL) and otitis media. ",Otolaryngology; Audiologists; Nurse Practitioners; Physician Assistants,Otolaryngology,Foundational,PI_ONCACB_1 
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Quality,047
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Quality,130
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.    ,Neurology,Cognitive-based neurological disorders,Quality,155
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Quality,238
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Quality,268
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Quality,281
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Quality,282
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Quality,286
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Quality,288
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Quality,290
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Quality,291
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Quality,293
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Quality,386
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Quality,419
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Quality,487
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.    ,Neurology,Cognitive-based neurological disorders,Quality,495
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Quality,503
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Improvement,IA_AHE_3
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Improvement,IA_BE_4
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Improvement,IA_BE_6
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Improvement,IA_BE_16
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Improvement,IA_BE_24
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Improvement,IA_BMH_4
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Improvement,IA_BMH_8
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Improvement,IA_CC_1
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Improvement,IA_EPA_2
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.    ,Neurology,Cognitive-based neurological disorders,Improvement,IA_PM_26
Quality Care for Patients with Neurological Conditions,M0004,The Quality Care for Patients with Neurological Conditions MVP focuses on the clinical theme of promoting quality care for patients suffering from neurological conditions.  ,Neurology,Cognitive-based neurological disorders,Improvement,IA_MVP
